path	bytes	mtime_epoch	sha256	disposition	rationale
.scratch/research/corpus/census-data/census-expanded/census-unified.py	11586	1785656828	01c4f54a73b47078b1188906f851807bc326a0da96a37fb01d3635cdd247c88f	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-expanded/records.json	1033743	1785656828	3534ff6582e0089394fbc5e3eda392f0165acd8b54fcd1f61af1eb0c547e02f5	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-expanded/stats.json	4298	1785656828	f1625838f5f3b3a43afee7f0acbf5c9c5a40a086d116a1a7655a9f108c3d7de7	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-gov-adequacy/__pycache__/census-gov-adequacy.cpython-312.pyc	14988	1785656828	fc186d33d04a0990cf5b476e07e518f444433d309184a349b92c6c651a119e0f	archive	generated Python bytecode; not evidence
.scratch/research/corpus/census-data/census-gov-adequacy/census-gov-adequacy.py	8903	1785656828	a4b3fdc9c67ae17a4579078af0384fc2583821c74d7acc21924a1967912e12e0	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-gov-adequacy/records.json	759906	1785656828	4661953612f03058fbb819cce8d51edcaac9f2feb53c5c177da675b8d82433dc	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-gov-adequacy/stats.json	1344	1785656828	04ab4ac00e407b33a7b8ec29cd0ae9ae50e064f9708518842864ca1038ba829f	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-governance-floor/__pycache__/census.cpython-312.pyc	38309	1785656828	d5321aada0352a25e8356593f54a3fcb7ee72d74fe855319682dda3159da00ce	archive	generated Python bytecode; not evidence
.scratch/research/corpus/census-data/census-governance-floor/census.py	24802	1785656828	93d158931de63f161515d3d67af832cbc130a2189f51dfedebdc1a670a037255	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-governance-floor/harvest.log	6604	1785656828	58abc9936eabcad739c1e7555dc77a990e90df67c5306371ca2157b18cdf5ca3	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-governance-floor/pop.json	882251	1785656828	a0b07de1075af925bd5c0cce9164b56ec3857ede75376d8812655b8e29544d08	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-governance-floor/records.json	6530298	1785656828	e11e31f77f418d9f17ef297991fd59bf300cd8d8b3fd3b5342ccea1cfd67c48b	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-governance-floor/stats.json	12498	1785656828	0db2732c4e8dc23f37efbbe8ed1c878fd7026beb06b4893ad86face05bb985d8	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-governance/census-governance.py	9144	1785656828	c006eab3def233774fe7f54ef4feb52f2076dcb88a9793760fbcba27b1b3e8c1	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-governance/records.json	289398	1785656828	ff5abc6c43b5a693038685efbe0e6735bbf6707744b5c72860b913de830723a4	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-governance/stats.json	3516	1785656828	bbed0b3bdac0a4aaa6059c59be3589a23a4b88bbfb54fcb5cbafa2d2459e37dc	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/__pycache__/census2k.cpython-312.pyc	27446	1785656828	d7ba2b25f8f57c24d73372e820ace867a975b415face8eee2928650ab889031b	archive	generated Python bytecode; not evidence
.scratch/research/corpus/census-data/census-issue-pr/__pycache__/conventions.cpython-312.pyc	35684	1785656828	ab556444056f8fcf93fccc73805d4d4fbb0c9a45d767139c1e4ba2310298792b	archive	generated Python bytecode; not evidence
.scratch/research/corpus/census-data/census-issue-pr/__pycache__/robustness.cpython-39.pyc	10104	1785656828	0712de33ef7326f0ebf7131987fbd74f6b39e990a3e9d43ff87842031d5f39aa	archive	generated Python bytecode; not evidence
.scratch/research/corpus/census-data/census-issue-pr/__pycache__/taskform.cpython-312.pyc	11551	1785656828	92586a7f5d438ce84abaf3464d3535ddc86b45caeed9282f57f7ac82eb76ead5	archive	generated Python bytecode; not evidence
.scratch/research/corpus/census-data/census-issue-pr/census.py	6742	1785656828	fc1d20eba88d4e9a907edef777d3bc1f899f1dcad4e1acea6efd522e49924f39	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/census2k.py	15440	1785656828	ff63f4fce304dd85affa814b7312294fae8187e9113b3a2945053fb47bc367ad	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/conventions-6k-records.json	4112999	1785656828	a32df5580ee52c5e1b149665324819aa6b58d11f984c58f5f2e3aab0d44235a8	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/conventions-6k-stats.json	1724	1785656828	902f9340d8710ded4bcf98f9125948890de5a7328f4913936971b472964e6c3c	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/conventions-records.json	2003694	1785656828	94ad52236b6b33bb8abb652a86382930ee17e206774e6d535c89ee2499216bca	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/conventions-roster-records.json	2333891	1785656828	53565a974a4b16d5f1a1eda925c8540faa307e958288b93aa73a2cc8f18bf977	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/conventions-roster.json	8619	1785656828	39689a7a588345c3134742cda50b8fcd33a4e8a4abff83c596943822481b7906	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/conventions-roster.log	1132	1785656828	1cd7da2a104d27123306adde414ad5c11207e7a02e1f5c4e7f26835cf449833b	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/conventions-stats.json	1719	1785656828	03b9fda0c7d48307e034c56dfdeb385f362366d5d4e7ded0f583c7e88a211371	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/conventions.py	26768	1785656828	1d5b96a92f95c4cfddfeffb54a23bdd4ded76c34c3508f6f40a99d8dd38d8bff	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/pop-2k.json	404526	1785656828	3925ee59f7ded3d46762fe34b4f0e0b63c40b313141d9d5c1b68669f6804122a	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/records-2k.json	1100562	1785656828	e89d713d03662977b54d1294040e0cbb8fa5a5ea4d1b5be789158e2e0fb23abb	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/records.json	273346	1785656828	6e0019bf6b6152d92014b9e8011ffcfab9b6600b997a1c5ca1c0ce24e785af44	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/robustness-report.md	2447	1785656828	d2398e54a314542aa9f7157195d496dee34828fe58e3771b0a06713d2d078c74	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/robustness.json	16301	1785656828	6379ded703f5fc310cba799a6dabe052322cbab690f58b9b77d8febcc0b25532	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/robustness.py	10596	1785656828	ab3798509444a8f7aff7af95aaac254d2d02ab0bf41496674baf9f717cea1409	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/stats-2k.json	4184	1785656828	54598f9760c732c3a74302ac1599519f45ce93150c0de057b9bc2d2c28d1f366	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/stats.json	3128	1785656828	c875c32c2665d7268e2b63d72acbfd5549a92010262b2d0be0954a76705cdce9	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/taskform-records.json	235710	1785656828	288a34020f1b62249f6148c67c74b7aeee1009c0580dc528d93055e27462c534	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/taskform-stats.json	2117	1785656828	19104d109054bf9688e13956af99cfd117b3e20a15bf5f271e51e3f26b21b574	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-issue-pr/taskform.py	8306	1785656828	8dd4bc060b26cad1b936ad1d5a132a05143d1e6462b03dfe53a217e04266bd65	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-release-ops/census-release-ops.py	10488	1785656828	17b2d2a4c62cfbb072e567529e63e2bd4f76a0359a6be718f9761afbc970a8e4	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-release-ops/records.json	222070	1785656828	dab3d21f050083b2fc3585b4e4d9d77c6b6be126101d5b9bebeaabaddb4be223	keep	retained pending or after audit
.scratch/research/corpus/census-data/census-release-ops/stats.json	3602	1785656828	c0b2485771ace58b22b206a46632e237e2e4340d493af414a015d4ff2d11a322	keep	retained pending or after audit
.scratch/research/corpus/census-data/frontier-ai-components/hooks-commands-subagents/README.md	1347	1785656828	7d39bb39447e6e0d1a759aa1436313e87888e8713fdfc4b2e6c847c80648c40c	keep	retained pending or after audit
.scratch/research/corpus/census-data/frontier-ai-components/hooks-commands-subagents/samples.md	14780	1785656828	fcd6198ac242c18318c04e119342a32275312d4bbf12a47ff29c560518b58227	keep	retained pending or after audit
.scratch/research/corpus/census-data/frontier-ai-components/mcp/README.md	1233	1785656828	03da3267afeccf624a2d61b3eb42a7cf52c48c8d234edb9efd0264a75ce5d4ac	keep	retained pending or after audit
.scratch/research/corpus/census-data/frontier-ai-components/mcp/samples.md	12527	1785656828	68c0249d528f8544dbca87df2c2b05cf3485fcf97e1be0bbb019c28e05989df6	keep	retained pending or after audit
.scratch/research/corpus/census-data/frontier-ai-components/plugins-marketplace-memory/README.md	933	1785656828	e745db05b69ed1870abb5cb61b10d72442d410fff8b320e75317de9d6fd7af50	keep	retained pending or after audit
.scratch/research/corpus/census-data/frontier-ai-components/plugins-marketplace-memory/samples.md	20001	1785656828	bebab4b57128bd66bd90c3f54b05963e8179be4a9e9726cc7eeb84761d3fba72	keep	retained pending or after audit
.scratch/research/corpus/census-data/frontier-ai-components/prompts-and-evals/README.md	1435	1785656828	7216f76b885fb812e9e5867ad1ada55a6e7abd8477b2f608495db288ce242be1	keep	retained pending or after audit
.scratch/research/corpus/census-data/frontier-ai-components/prompts-and-evals/samples.md	23582	1785656828	3004b7191ba5e535f56334805742e282fb1be28a30365f9e0e733cb5f63225cc	keep	retained pending or after audit
